"","uid","memory","expectation","target","Test_T1_suspectIdentified","confidence_rating","justification_justification","demographics_age","demographics_gender","demographics_country","CID","Miss","TPFoilID","CR","TAFoilID"
"854",5432467347472384,"S","L","P","F34",0,"She looked young and had similar hair. I never would be able to have done a ""real"" line up to identify her. I don't have a great memory for faces in general. ",33,"female","USA",0,0,1,0,0
"855",5432851394723840,"W","H","P","F68",100,"I remember her facial features when she looked up at the camera",21,"female","USA",1,0,0,0,0
"856",5433313724465152,"W","L","P","F176",75,"I took a little bit of time to think about the original video and concentrated specifically on recalling the facial features of the female actress. Afterwards, I compared the image in my mind with the presented photos and made an educated guess.",31,"male","USA",0,0,1,0,0
"857",5433707435393024,"W","L","P","F147",60,"Her hair style and facial features looked similar to the woman in the first video",67,"female","USA",0,0,1,0,0
"858",5435594620534784,"S","L","P","F50",65,"That was the photo that stood out to me as soon as i saw it. I think that that was her in the video.",36,"female","USA",0,0,1,0,0
"859",5436042689642496,"W","L","P","F147",0,"I couldn't remember the face so I just trusted my instinct and picked one. ",23,"other","USA",0,0,1,0,0
"860",5436265038086144,"W","L","P","F68",90,"Based on their facial features and hairstyle.",27,"female","USA",1,0,0,0,0
"861",5438798397702144,"W","L","P","Silhouette",70,"I thought that it MIGHT be one of the women in the middle, because I remembered very vague details about what she looked like. But since I knew that there was a 70% chance the person I watched was not in the lineup, I decided not to pick anyone, because I wasn't sure",25,"other","USA",0,1,0,0,0
"862",5439185213194240,"S","H","P","F68",90,"it looked like the girl from the original video",32,"female","USA",1,0,0,0,0
"863",5439363102015488,"S","L","P","F147",80,"I made my decision based upon my recent memory of the person's facial features and hair style",63,"female","USA",0,0,1,0,0
"864",5440859982004224,"S","H","P","F68",80,"I believed to recognize the young woman in the video. She had brunette hair and her face looked particularly familiar.",22,"male","USA",1,0,0,0,0
"865",5441705553690624,"W","H","P","F68",95,"She had an attractive face and had a prominent chin.",43,"male","USA",1,0,0,0,0
"866",5441893911494656,"S","H","P","F68",40,"I tried to base my decision on the woman's face and tried to ignore the hairstyle.",35,"female","USA",1,0,0,0,0
"867",5441913456951296,"W","H","P","F147",50,"She looks about the same age and has the same color hair.  The hair length is also about the same.",47,"female","USA",0,0,1,0,0
"868",5444333721354240,"W","L","P","Silhouette",0,"I have no idea so I went with not present ",31,"male","USA",0,1,0,0,0
"869",5444924682010624,"W","L","P","F176",20,"I tried to remember the hair length and hair color and well as height and weight, And which one looked like the person.",34,"female","USA",0,0,1,0,0
"870",5445887291555840,"W","L","P","F176",36,"I think out of all of the girls that it could have been, her facial structure is what reminded me of the first video the most.",29,"female","USA",0,0,1,0,0
"871",5446273570177024,"S","L","P","F68",90,"not much thinking.. just looked familiar.",75,"male","USA",1,0,0,0,0
"872",5446383830040576,"W","L","P","F134",60,"dark long hair and what I can remember of her face",59,"female","USA",0,0,1,0,0
"873",5446593226473472,"S","L","A","Silhouette",60,"The face shapes for the lineup seemed wrong, also the hair color and style seemed incorrect. ",30,"female","USA",0,0,0,1,0
"874",5449073351983104,"W","H","P","F147",80,"I based it around the look of her face, and mostly the chin because that's what stood out to me as most identifiable.",20,"male","USA",0,0,1,0,0
"875",5451517003825152,"W","H","P","F147",80,"The broad face pointed nose and eye brown and also long hair",34,"female","USA",0,0,1,0,0
"876",5452137072951296,"W","L","P","F147",75,"I am pretty sure her hair was parted like that and she does look like the girl in the video.",63,"female","USA",0,0,1,0,0
"877",5452552543928320,"W","H","P","F68",60,"SHE HAD THE SAME FACIAL EXPRESSION AS THE WOMAN IN THE VIDEO, HER EARS AND NOSE LOOKED VERY SIMILAR ALSO BUT IT THE SMIRK THAT MADE ME THINK IT WAS HER",29,"female","USA",1,0,0,0,0
"878",5453220142907392,"W","L","P","F68",85,"She had a flat mouth and raised brows, and the hair was very similar.",43,"female","USA",1,0,0,0,0
"879",5453331342295040,"S","L","A","F71",80,"yes briefly face match",57,"female","USA",0,0,0,0,1
"880",5454661775523840,"W","H","A","F34",75,"Because I think it was her from what I remember. I used the hair color and face features to identify her. ",38,"female","USA",0,0,0,0,1
"881",5455962278199296,"S","H","A","F177",90,"While the hairstyle was different, I was able to identify the actor by the facial features - especially the the nose and curve of the face.",56,"male","USA",0,0,0,0,1
"882",5456277689860096,"W","H","A","F147",65,"Just based on memory, her face seemed the closest.",24,"female","USA",0,0,0,0,1
"883",5456687070707712,"S","L","A","Silhouette",50,"The person all the way on the right might have been the person from the video but I was not confident with that decision",28,"male","USA",0,0,0,1,0
"884",5457020182331392,"W","L","A","Silhouette",80,"I didnt recognize any of the faces. they were similar but they werent the girl in the video",26,"female","USA",0,0,0,1,0
"885",5457917494951936,"S","H","A","F147",70,"The first person I looked at looked identical and so I did a quick look over everyone else and saw no resemblance and went with my gut.",23,"female","USA",0,0,0,0,1
"886",5458336875020288,"W","H","A","F34",25,"I tried my best to remember the original video; and the young woman's face - but I'm still not entirely sure",29,"male","USA",0,0,0,0,1
"887",5458739041665024,"W","H","P","F147",70,"Her facial features were a little unique ",30,"female","USA",0,0,1,0,0
"888",5458854670237696,"W","L","P","F68",100,"Facial structure reminded me of the first person.",23,"male","USA",1,0,0,0,0
"889",5460015804579840,"S","L","P","F68",70,"The female in the original video didn't really look at the camera like the second males did, so I didn't get a good look at her face.  I had to recall the features I did see to make my best guess.",42,"male","USA",1,0,0,0,0
"890",5461515687690240,"W","H","P","F71",20,"It was very difficult to make the decision. The person I chose looked the most familiar to me ",30,"female","USA",0,0,1,0,0
"891",5461565482467328,"W","H","P","F68",97,"she had distinct features and looked like somebody I know so it was relatively easy to reacall",44,"female","USA",1,0,0,0,0
"892",5462331731476480,"S","L","A","F88",60,"I WAS NOPT COMPLETLEY SURE.I JUST REMEMBER THE LADY HAVING A SLENDER FACE SO I PICKED A WOMAN WITH A SLIM FACE.",36,"female","USA",0,0,0,0,1
"893",5463051188830208,"W","H","A","F147",80,"I made my decision by focusing on the hair and the shape of the face I saw in the video.",34,"male","USA",0,0,0,0,1
"894",5463776165888000,"S","H","A","F147",70,"i choose based on the first video i watched of the girl in the office.",30,"female","USA",0,0,0,0,1
"895",5464591203041280,"W","L","A","F147",95,"I KEPT WATCHED THAT VIDEO SO I TOOK THIS DECISION STRONGLY.",25,"female","USA",0,0,0,0,1
"896",5465721182093312,"S","H","P","F68",75,"In my mind that person looked like the one in the original video.",45,"male","USA",1,0,0,0,0
"897",5467864102338560,"W","H","A","Silhouette",50,"I just going with my gut instinct and based on the facial features of the woman I saw in the video and women in the lineup, I could not find a definite match, although some of them looked quite similar.",27,"male","USA",0,0,0,1,0
"898",5467929399263232,"W","H","P","F68",75,"The person from the original video was a young woman. I tried to remember the facial features and hair color and style.",40,"male","USA",1,0,0,0,0
"899",5468607400116224,"S","L","P","F68",90,"she looks like the person i remember the most",40,"male","USA",1,0,0,0,0
"900",5468698466844672,"W","L","A","F176",35,"I tried to remember the facial expression the girl gave when she looked at the camera, I'm also not entirely sure she's even present in the lineup. ",28,"female","USA",0,0,0,0,1
"901",5469478875824128,"S","L","P","Silhouette",20,"the was only a 30% chance that she was there. Two of the people looked similar but not enough to say one of them was in the original video",58,"male","USA",0,1,0,0,0
"902",5470331779153920,"W","H","P","F68",80,"I remembered the woman in the first video as having a square shaped chin.",38,"female","USA",1,0,0,0,0
"903",5474221190807552,"S","H","A","Silhouette",40,"nobody looks like the person I saw in the video",37,"female","USA",0,0,0,1,0
"904",5477091101376512,"W","H","A","F177",75,"I was just going off of my memory.  Really was wanting to find the original one so I may have been a little biased on it. ",40,"male","USA",0,0,0,0,1
"905",5477906138529792,"S","H","A","F177",60,"I remember she has a small face.",31,"female","USA",0,0,0,0,1
"906",5478292819804160,"S","H","P","F68",90,"I recognized her face",50,"male","USA",1,0,0,0,0
"907",5481680743694336,"S","L","P","F68",70,"I do remember her face",35,"male","USA",1,0,0,0,0
"908",5484141894172672,"S","L","P","Silhouette",85,"I did not recognize anyone who looked like the original person.",27,"female","USA",0,1,0,0,0
"909",5484516562960384,"S","L","P","F68",60,"I looked at facial features, and the woman that I chose has a mouth that is similarly shaped to the woman in the original video.",33,"female","USA",1,0,0,0,0
"910",5485627097219072,"W","H","P","Silhouette",50,"i think about that person then i decide it",38,"male","USA",0,1,0,0,0
"911",5486247971651584,"S","H","A","F176",50,"I remembered from when they looked into the camera as they walked away.",22,"male","USA",0,0,0,0,1
"912",5486549089124352,"W","L","P","F147",45,"I think it was the same girl because of the style and color of her hair.",39,"male","USA",0,0,1,0,0
"913",5488217818136576,"W","L","P","F68",60,"I made the decision based on hair color, hair length, and facial structure.",33,"male","USA",1,0,0,0,0
"914",5490018952937472,"W","H","P","F147",90,"Their facial features are very similar to what I saw. ",32,"female","USA",0,0,1,0,0
"915",5490339397763072,"S","L","A","F177",50,"I just had a feeling that it was right.  The same general shape of the face and features.",47,"male","USA",0,0,0,0,1
"916",5492182072950784,"S","L","P","F177",60,"The others did not seem to match at all. This photo which I selected seemed to match somewhat.",34,"male","USA",0,0,1,0,0
"917",5493634778529792,"S","L","P","F34",75,"shape of her face seems oddly memorable",37,"female","USA",0,0,1,0,0
"918",5494020000186368,"W","H","P","F147",60,"The hair and the facial features seem similar to the young woman in the original video.",61,"female","USA",0,0,1,0,0
"919",5498534732234752,"S","L","P","F147",70,"her face seemed thin but not super thin. And I think she had a downturned mouth. i think her hair was naturally parted in the same place. ",38,"female","USA",0,0,1,0,0
"920",5500377407422464,"W","H","A","F88",71,"I noticed that the woman in the first video had sort of a long face, and I chose the mugshot that had that characteristic the most.",52,"male","USA",0,0,0,0,1
"921",5502052578885632,"W","L","P","F68",90,"the girl had the same hair, same facial fetures and same look on her face.",30,"male","USA",1,0,0,0,0
"922",5502681523159040,"S","H","A","F147",80,"I just went with my gut, and it I thought it looked like the girl in the video.",21,"male","USA",0,0,0,0,1
"923",5505963364712448,"W","H","P","F71",30,"Hair is similar though it looks a little lighter than original. Her face structure is what is most recognizeable to me. I had a gut reaction when seeing this photo. ",33,"female","USA",0,0,1,0,0
"924",5511442719571968,"W","L","P","Silhouette",50,"None of the faces in the lineup looked familiar",57,"female","USA",0,1,0,0,0
"925",5515293426188288,"S","H","A","Silhouette",80,"she's not here as far as I can tell.",29,"female","USA",0,0,0,1,0
"926",5519010938486784,"W","L","P","F68",99,"The person had similar facial features and hair.",25,"male","USA",1,0,0,0,0
"927",5526646434037760,"W","H","P","F147",75,"I used the information of remembering what her hair color, eye color, and facial features looked like to me. ",42,"female","USA",0,0,1,0,0
"928",5529107785842688,"W","H","A","F147",80,"Mostly the shape of her face",57,"male","USA",0,0,0,0,1
"929",5531502364327936,"S","H","P","F68",75,"My choice looked very similar to the girl in the video I watched a few minutes ago so I chose that person",40,"male","USA",1,0,0,0,0
"930",5531884431867904,"S","H","P","F68",50,"I looked over all of the faces in the lineup and considered if any of them looked like the person from the original video. Of the two that did, I chose the one I felt looked more like the person from the video.",30,"male","USA",1,0,0,0,0
"931",5532866502983680,"W","L","P","F68",50,"I tried to think of what her hair style wa slike.",38,"female","USA",1,0,0,0,0
"932",5533674745364480,"W","L","P","F147",80,"I used my memory and what I recall her looking like.",32,"male","USA",0,0,1,0,0
"933",5534106590904320,"S","H","P","Silhouette",75,"i didnt see her face in the line up ",33,"female","USA",0,1,0,0,0
"934",5536089926270976,"W","L","P","F147",20,"She had long brown hair, no signficant facial features, looked youngish and looked most like the original person out of this lineup. ",41,"female","USA",0,0,1,0,0
"935",5540958271700992,"W","L","P","F147",60,"the facial features and expression seemed like the original actor",32,"female","USA",0,0,1,0,0
"936",5541122352873472,"W","L","P","F68",68,"The person in the original video looked a lot like a friend of mine. The woman in the line up also looked a lot like her and shared some of the differences between the woman in the video and my friend. ",27,"male","USA",1,0,0,0,0
"937",5544957775446016,"S","L","P","F68",76,"I have a sort of visual memory so it is hard to describe. I remember the girl in the original have a kind of scrunched face, and she was similar enough that I thought I'd pick her, despite the 70% chance she wasnt there",29,"male","USA",1,0,0,0,0
"938",5546181438472192,"S","H","A","F147",49,"I was't really staring at her face when she walked away during the video, but at the end when she looked up at the camera I guess I got a little familiar with her face.",31,"male","USA",0,0,0,0,1
"939",5548661563981824,"S","H","A","F147",75,"theperson looked very similar to the person in original video",47,"female","USA",0,0,0,0,1
"940",5550111736201216,"S","L","P","F68",90,"I visually recall the person I chose to be the correct choice in the lineup.",57,"male","USA",1,0,0,0,0
"941",5558530727739392,"W","H","P","F68",90,"She was very sharp and not too old. ",26,"female","USA",1,0,0,0,0
"942",5559234783608832,"S","H","A","F147",30,"Her face looked familiar.  The hair felt like a match.",40,"male","USA",0,0,0,0,1
"943",5560086512533504,"S","L","P","F68",50,"My recollection of the original video",46,"male","USA",1,0,0,0,0
"944",5560587681529856,"S","L","P","F34",20,"Hair color, face shape.",25,"male","USA",0,0,1,0,0
"945",5566686736416768,"S","L","P","F71",80,"I based my decision om my memory of the person.",59,"male","USA",0,0,1,0,0
"946",5567920532881408,"S","H","A","F147",50,"I mainly just tried to remember the face of the person in the original video and match the face in my memory to someone on the lineup.",32,"male","USA",0,0,0,0,1
"947",5568308623441920,"W","H","P","Silhouette",87,"The features that I remember were not present in the lineup photos that I saw.",32,"female","USA",0,1,0,0,0
"948",5568859117453312,"W","L","P","F50",55,"I only tried my best to remember the person in the first video's face.",29,"male","USA",0,0,1,0,0
"949",5572421323063296,"W","L","A","F147",85,"That was the only face that really looked familiar to me so that's the choice I choose.",24,"male","USA",0,0,0,0,1
"950",5572807735902208,"W","L","P","Silhouette",60,"None of the faces looked familiar",34,"male","USA",0,1,0,0,0
"951",5577461551071232,"S","H","A","F147",30,"Tried to find someone with similar charateristics",40,"female","USA",0,0,0,0,1
"952",5580100590370816,"S","H","P","F176",60,"Just the bit memory of her face and by narrowing down to two.",40,"male","USA",0,0,1,0,0
"953",5581597470359552,"S","H","A","F147",60,"I just used my instincts and memory to see if there was anyone in the lineup that I recognized.",26,"male","USA",0,0,0,0,1
"954",5585296108290048,"W","H","P","F34",70,"She had dark hair, and I thought I recognized her facial features",40,"male","USA",0,0,1,0,0
"955",5593957631262720,"W","H","A","F134",65,"i remembered her eyes",39,"female","USA",0,0,0,0,1
"956",5599403649794048,"S","L","P","F68",60,"I remember seeing a face briefly",33,"female","USA",1,0,0,0,0
"957",5599476530020352,"S","H","A","Silhouette",40,"I couldn't exactly remember her face but i know she had curly hair. no one there seemed to have her hair type.",19,"female","USA",0,0,0,1,0
"958",5599592158593024,"W","L","P","F176",50,"I looked at all the faces and she looked like the one I originally saw.",36,"female","USA",0,0,1,0,0
"959",5600437730279424,"S","H","P","F68",60,"Long dark hair, seemed curly and kind of a square jaw.",48,"female","USA",1,0,0,0,0
"960",5603788677185536,"S","H","P","F68",90,"Her eyes and eyebrows seem to be like the first girl. Also her hair color  and length was  the same.",50,"female","USA",1,0,0,0,0
"961",5607345262428160,"W","L","A","Silhouette",60,"I thought that two of the people in the lineup looked very similar, but I wasn't confident that either of them were the person I saw in the original video due to certain small details of their faces appearing different. ",28,"male","USA",0,0,0,1,0
"962",5609344888471552,"S","H","P","F68",85,"I examined all the photos and selected the face which had the most recognizable features.",29,"female","USA",1,0,0,0,0
"963",5611069267509248,"S","H","P","F68",60,"I based my decision off of memory only.",37,"male","USA",1,0,0,0,0
"964",5612478553653248,"S","L","P","Silhouette",75,"The person in the first scene had somewhat curly hair. ",28,"male","USA",0,1,0,0,0
"965",5614958679162880,"S","H","P","F68",100,"I remember her distinct facial features. I could recall that she had a strong chin and eyes.",29,"female","USA",1,0,0,0,0
"966",5618212737646592,"S","H","A","F176",60,"she looked like the women is the original video",35,"male","USA",0,0,0,0,1
"967",5618643626885120,"W","H","P","F147",79,"I remembered she had brown hair and looked kind of like trump's press secretary. I tried to choose the one that subconsciously reminded me ",45,"male","USA",0,0,1,0,0
"968",5623152486907904,"W","H","P","F68",100,"i just remembered her facial features. she had a very round bottom of her face so i used that as a marker to recall her.",26,"male","USA",1,0,0,0,0
"969",5624879382528000,"S","L","P","Silhouette",85,"I compared my memory of the first person to those in the pictures presented. ",68,"male","USA",0,1,0,0,0
"970",5630455256711168,"S","H","A","F134",50,"I tried my best to remember the shape of her facial details, and hairstyle.",23,"male","USA",0,0,0,0,1
"971",5631895295492096,"W","L","A","Silhouette",30,"I looked over the people in the lineup and none seemed immediately familiar?",30,"male","USA",0,0,0,1,0
"972",5632735548801024,"S","H","A","Silhouette",90,"I remembered her face, tried to look at the different qualities of the faces that were an option, but didn't see any that were a match.",36,"male","USA",0,0,0,1,0
"973",5632919561306112,"S","L","P","F147",25,"I think I know from the hairstyle",24,"female","USA",0,0,1,0,0
"974",5634410317611008,"S","H","P","F34",60,"I knew the person was younger.  I remembered they way they looked at the camera ",48,"male","USA",0,0,1,0,0
"975",5634457830686720,"S","L","P","F176",65,"I made my decision based on overall face shape.I didn't recall any distinguishing features of the person in the original video.",36,"male","USA",0,0,1,0,0
"976",5635146367631360,"W","H","A","F147",80,"I tried to recall the image in my mind of when she looked at the video before walking away. I knew she had long dark hair, so I had to rely on what her facial features and facial structure was like. ",31,"female","USA",0,0,0,0,1
"977",5635641714933760,"S","L","P","F147",60,"I looked at the eyes and the facial structure when making my decision. The young woman I chose stood out among the others to me.",45,"female","USA",0,0,1,0,0
"978",5635999187075072,"W","L","P","F147",35,"I looked at all the pics and thought that she was the person.  I also saw women who I knew were definitely not in the video so I narrowed it down ",52,"female","USA",0,0,1,0,0
"979",5636830481350656,"S","H","P","F68",25,"That is the face that is closest to the one I saw in the original video.",45,"female","USA",1,0,0,0,0
"980",5636928644841472,"S","H","A","F50",70,"I tried to guess based on the features of her face.",27,"male","USA",0,0,0,0,1
"981",5638073522061312,"S","L","A","F147",70,"I think that girl is the one from the video but the one in the middle looked kinda like her too.",38,"female","USA",0,0,0,0,1
"982",5638114945007616,"S","H","P","F147",0,"It is simply who I thought it may be, that is all.  I'm not good at remembering this kind of information so I have no confidence if she's the right one or not.",32,"male","USA",0,0,1,0,0
"983",5639272220590080,"W","H","A","F134",50,"I just remember she had a long face and brown hair",26,"female","USA",0,0,0,0,1
"984",5639456635748352,"W","L","P","Silhouette",65,"I saw two faces that I thought could have been the person in the original video. I examined both of them carefully, but there was something about them that made me think neither of them were the person, so I decided that the person was not present.",32,"female","USA",0,1,0,0,0
"985",5639714736439296,"S","L","P","Silhouette",60,"I remember the person in the videos eyebrow structure, and didn't feel any of the pictures matched what I remembered. ",25,"male","USA",0,1,0,0,0
"986",5640188659236864,"W","L","P","F68",70,"She looked similar to the person",24,"female","USA",1,0,0,0,0
"987",5640299858624512,"S","H","P","F68",60,"Her face seemed to be the young woman in the video. I also think that the hair length and curliness were the same.",45,"female","USA",1,0,0,0,0
"988",5641114895777792,"S","H","A","Silhouette",70,"The girl in the video looked like she had more of a resting bitch face (sorry!) and square jawline then the people in the line-up.  There was one girl that looked similar (maybe the 4th?) but I wasn't entirely sure.",27,"female","USA",0,0,0,1,0
"989",5641346958229504,"W","L","P","F147",30,"Her hair and her face shape",26,"female","USA",0,0,1,0,0
"990",5641927449903104,"S","L","P","Silhouette",50,"none of the faces looked like the one I saw in the original video from what I can remember.",49,"female","USA",0,1,0,0,0
"991",5642669137068032,"W","H","P","F68",80,"I am confident i remember her face",36,"male","USA",1,0,0,0,0
"992",5642790067240960,"W","H","P","F68",80,"I made this decision because I recognize her face (I think).",23,"male","USA",1,0,0,0,0
"993",5643832217567232,"S","L","P","F68",75,"her facial features seem incredibly close to the video",30,"female","USA",1,0,0,0,0
"994",5644378534051840,"W","L","P","Silhouette",70,"I felt that none of them looked familiar and that it was fairly obvious she wasn't in the lineup",34,"male","USA",0,1,0,0,0
"995",5644601016713216,"W","H","P","F88",60,"I based it on the few breif seconds I got to see here face in the camera. I think she had a skinny face with longer hair.",51,"male","USA",0,0,1,0,0
"996",5644652019449856,"W","H","P","F147",80,"When I saw each person, I thought about someone I know that looks similar.  So I just looked for that person in the lineup.",31,"male","USA",0,0,1,0,0
"997",5646862031781888,"W","H","P","F177",50,"I just went off what I remembered from the video and used my memory as best I could",36,"male","USA",0,0,1,0,0
"998",5647812091969536,"W","H","P","F147",60,"I feel like her eyes were the same as the person from the first video. I assumed that her hair style was different. ",37,"male","USA",0,0,1,0,0
"999",5648221271490560,"S","H","P","F68",100,"I remember  the type of hairstyle the woman wore in the first video.",26,"female","USA",1,0,0,0,0
"1000",5650201117196288,"W","H","P","F50",70,"The facial features are very similar. The coloring of both women is also very similar.",44,"female","USA",0,0,1,0,0
"1001",5650958105182208,"W","L","P","F147",35,"I based my decision on my recollection of her face. ",46,"female","USA",0,0,1,0,0
"1002",5651144718155776,"S","H","P","F71",75,"I thought the person looked very similar.",40,"male","USA",0,0,1,0,0
"1003",5651368677212160,"W","H","A","F50",45,"The characteristics of her appearance looked similar to the person in the original clip. Like the color of hai,r how short she may appear, a smaller slimmed face, etc. ",34,"female","USA",0,0,0,0,1
"1004",5651541146992640,"S","L","P","F71",50,"The female I selected has some resemblance to the woman shown in the original video, but I believe the hair and lips may look slightly different.",26,"male","USA",0,0,1,0,0
"1005",5652180207927296,"S","L","P","F68",65,"It was a young, white lady which had a wide face and the eyes looked the closest that I could recall.   I searched the lineup and her eyes seemed the closest to matching for me.",45,"male","USA",1,0,0,0,0
"1006",5653019689484288,"W","H","A","F147",45,"I just went with the woman that I felt most closely resembled the woman I saw.  There were certain traits that I didn't recall her having so I eliminated those and tried to go with what I did remember.",25,"male","USA",0,0,0,0,1
"1007",5653142817472512,"W","L","P","Silhouette",15,"I didn't recognize any of the hair. I'm not confident in my answer though.",24,"female","USA",0,1,0,0,0
"1008",5653214288412672,"W","H","P","F147",65,"I attempted to remember the shape of her face and any details about straight or curly hair, color and anything that might have stood out about her face.",45,"female","USA",0,0,1,0,0
"1009",5654002297470976,"S","L","A","Silhouette",70,"I scanned through this people that were in the line up and tried to focus on the features of hers I recalled, particularly, her nose and her eyes and felt they were not present this time",33,"female","USA",0,0,0,1,0
"1010",5656030914543616,"W","L","P","F147",97,"I have a very vivid, photographic memory and can recall faces easily.",38,"female","USA",0,0,1,0,0
"1011",5656492355092480,"S","L","P","Silhouette",75,"The 30% info was a big factor in my decision, the last face on the right could have been here, but I wasn't sure.",26,"male","USA",0,1,0,0,0
"1012",5656964331732992,"W","H","P","F68",100,"I tried to remember her facial structure and her hair. ",23,"female","USA",1,0,0,0,0
"1013",5657379802710016,"W","L","A","F147",75,"I relied on my visual memory and a determined attempt to remember her",64,"male","USA",0,0,0,0,1
"1014",5657732594008064,"S","H","P","F147",60,"I think the face looked the same. Same shape",35,"female","USA",0,0,1,0,0
"1015",5658086140280832,"W","L","P","F68",0,"Looked similar to the actress in the original video.",35,"female","USA",1,0,0,0,0
"1016",5658198212083712,"W","H","P","Silhouette",99,"I recall the person in the video having dark brown semi curly hair and very attractive.",60,"female","USA",0,1,0,0,0
"1017",5658514613600256,"W","H","P","F147",30,"I'm not very confident whether the original actress is in the lineup. The facial features seem to be similar.",32,"male","USA",0,0,1,0,0
"1018",5658972832923648,"W","H","A","F147",50,"Based on my memory, I chose the girl who looked most similar; however there was another girl who is very similar so I was not certain. I know well that eyewitnesses are not reliable",42,"male","USA",0,0,0,0,1
"1019",5660121820561408,"W","L","P","F68",50,"I remember the girl having brown hair and the girl in the picture has about the same shape. The girl was Caucasian so it was slightly difficult to remember among the other Caucasians.",19,"female","USA",1,0,0,0,0
"1020",5660991467552768,"W","L","P","Silhouette",60,"None of these faces looked familiar to me or struck me as similar enough to the original video.",29,"female","USA",0,1,0,0,0
"1021",5662025548038144,"W","L","P","F177",75,"One man walking on the office during the working time ",31,"male","USA",0,0,1,0,0
"1022",5662150789955584,"W","H","P","F68",70,"They had very similar features. she was pale with blue eyes",29,"female","USA",1,0,0,0,0
"1023",5663474965282816,"S","H","P","Silhouette",40,"None of the faces I saw really looked like the girl.",22,"male","USA",0,1,0,0,0
"1024",5663845825642496,"S","H","A","F147",60,"went with my gut idk what else I needed to do",25,"male","USA",0,0,0,0,1
"1025",5664399255666688,"S","H","P","F68",100,"i saw clearly videos whats going on. that time one girl crossing from the office. i watch clearly.",27,"male","USA",1,0,0,0,0
"1026",5664787899875328,"W","H","A","F147",40,"Just going off what i remember from the video.",35,"male","USA",0,0,0,0,1
"1027",5664922973241344,"S","H","P","F68",85,"Her chin structure and eyes",19,"male","USA",1,0,0,0,0
"1028",5665342940512256,"W","L","P","F134",75,"I tried hard to remember what they girl looked like and used that to pick her out",33,"male","USA",0,0,1,0,0
"1029",5665639628800000,"S","L","A","F147",50,"Her face looks similar. I'm not 100% sure, but it looked like her.",40,"female","USA",0,0,0,0,1
"1030",5666068118896640,"S","L","P","F34",50,"Hair color and style. general facial structure",36,"male","USA",0,0,1,0,0
"1031",5666775261773824,"W","H","P","Silhouette",25,"None of these women looked familiar or like they were the woman I had seen.",44,"female","USA",0,1,0,0,0
"1032",5666886175948800,"S","H","P","F68",85,"Her face instantly grabbed my attention",34,"female","USA",1,0,0,0,0
"1033",5667383922393088,"S","L","P","F177",75,"I used facial shape, hair color and the general look together to come to my most confident choice regarding her being the person.",33,"male","USA",0,0,1,0,0
"1034",5668441977520128,"W","H","A","F147",75,"When I saw the video and saw the pictures it looked more like her.",18,"male","USA",0,0,0,0,1
"1035",5669845274198016,"W","H","P","Silhouette",60,"Just a basic feeling that I didn't recognize any of the faces.",34,"male","USA",0,1,0,0,0
"1036",5669941860630528,"W","L","P","Silhouette",100,"I made my decision By remembering That it was a male, not a female. ",34,"female","USA",0,1,0,0,0
"1037",5670159427567616,"S","L","P","F147",75,"They looked the most familiar. It was a short clip, but I think that's who I saw",35,"female","USA",0,0,1,0,0
"1038",5671853574062080,"W","L","P","F147",70,"I made my decision based on the person I saw in the video",22,"male","USA",0,0,1,0,0
"1039",5672166116818944,"W","H","P","F68",75,"I recalled the facial features of the original person from when they looked into the camera.",31,"male","USA",1,0,0,0,0
"1040",5672239852683264,"S","H","P","F68",50,"I remember the basic shape and features of her face, as well as the fact she had dark brown hair.  I was torn between two photos, but went with the girl who looked more ""plain"", like the one in the video",23,"female","USA",1,0,0,0,0
"1041",5672704850001920,"S","H","P","F147",80,"some of the women were obviously older, some had an obviously larger face or features I chose the one that was left",52,"female","USA",0,0,1,0,0
"1042",5672734579228672,"W","L","P","Silhouette",30,"I wasn't sure but based on the odds you gave, they most likely were not.",37,"female","USA",0,1,0,0,0
"1043",5673408620658688,"S","H","P","F68",60,"The original girl had a little bit of curly wave to her hair and a slight bang that hung over her face. It was very hard though, they all looked very similar.",45,"female","USA",1,0,0,0,0
"1044",5673603991339008,"W","H","P","F147",70,"The face shapes and colour are matching to the video",27,"female","USA",0,0,1,0,0
"1045",5673861739708416,"W","L","P","F147",80,"i used her hair style which was in my memory.",30,"male","USA",0,0,1,0,0
"1046",5674412233719808,"W","H","P","F68",45,"The facial structure, hairline, and hairstyle look familiar to me so I believe it is the same person.",28,"female","USA",1,0,0,0,0
"1047",5674844079259648,"W","H","A","F176",50,"I JUST MADE A GUESS, THE GIRL LOOKED SIMILAR",39,"male","USA",0,0,0,0,1
"1048",5675068843622400,"W","L","P","Silhouette",30,"I didn't thinik she was there.",46,"female","USA",0,1,0,0,0
"1049",5675224989171712,"W","L","A","F147",75,"I recalled from my memory who was involved in the video",31,"male","USA",0,0,0,0,1
"1050",5676084116848640,"S","H","P","F68",37,"I chose the girl with the most bitchy looking face because that's how she looked in the original video",30,"male","USA",1,0,0,0,0
"1051",5676661521514496,"S","H","P","F147",95,"It looks just like the woman who looked into the camera as she walked away.",38,"male","USA",0,0,1,0,0
"1052",5676827414626304,"S","L","P","Silhouette",40,"I remember the girl having a really pronounced chin and the women in the line up didn't really match that characteristic.",21,"female","USA",0,1,0,0,0
